@RELATION stats
@ATTRIBUTE turnsPlayed NUMERIC
@ATTRIBUTE survive {true, false}
@ATTRIBUTE fleetGenerated NUMERIC
@ATTRIBUTE fleetLost NUMERIC
@ATTRIBUTE fleetReinforced NUMERIC
@ATTRIBUTE largestAttack NUMERIC
@ATTRIBUTE largestLoss NUMERIC
@ATTRIBUTE largestReinforcement NUMERIC
@ATTRIBUTE planetsLost NUMERIC
@ATTRIBUTE planetsConquered NUMERIC
@ATTRIBUTE planetsDefended NUMERIC
@ATTRIBUTE planetsAttacked NUMERIC
@ATTRIBUTE numFleetLost NUMERIC
@ATTRIBUTE numFleetReinforced NUMERIC
@ATTRIBUTE numFleetGenerated NUMERIC
@ATTRIBUTE totalTroopsGenerated NUMERIC
@DATA
137,false,158,98,60,15,15,9,2,1,2,32,31,22,54,150
377,true,52111,1407,50382,94,50,670,25,42,205,187,145,1931,2118,34448
376,false,3733,2680,822,47,37,50,38,37,123,330,293,80,410,3805
377,true,35919,900,34910,34,34,752,10,17,96,120,103,692,812,15335
237,false,703,467,220,30,20,33,5,4,24,74,70,25,99,594
295,false,782,428,322,15,15,25,13,12,13,117,105,70,187,581
456,true,37239,382,36646,85,27,1201,14,16,114,54,38,479,533,4841
455,false,5813,3687,1681,58,48,30,70,69,221,473,404,198,671,5359
456,true,68391,2297,65399,58,33,385,63,87,344,369,282,2847,3216,45770
472,false,4536,3217,1158,29,29,18,50,49,194,492,443,234,726,4257
473,true,21449,1819,19360,37,25,146,43,55,367,326,271,1256,1582,24694
451,false,2883,1469,1317,20,18,26,34,33,120,309,276,257,566,2671
473,true,15791,1027,14623,41,20,287,30,36,232,192,156,625,817,9952
158,false,77,57,20,5,5,3,1,0,0,53,53,17,70,70
167,false,83,50,33,5,5,1,1,0,0,42,42,33,75,76
376,false,4298,3259,777,56,45,58,45,44,143,414,370,110,524,4468
377,true,20500,1812,18076,88,39,239,34,61,339,251,190,936,1187,25886
295,false,819,415,382,15,15,13,15,14,12,119,105,82,201,660
451,true,29968,798,28872,57,26,525,19,27,245,118,91,904,1022,17883
450,false,5690,3973,1464,45,29,27,56,55,163,503,448,174,677,5407
451,true,35117,1483,33340,45,32,366,42,52,242,199,147,1112,1311,25857
113,false,364,175,182,29,28,32,2,1,0,24,23,22,46,184
103,false,330,82,237,20,13,13,3,2,0,11,9,33,44,192
286,false,2637,1726,758,32,32,50,26,25,44,242,217,63,305,2283
287,true,11640,1328,9849,57,50,97,19,44,201,147,103,532,679,24846
572,false,18328,9951,6117,123,87,86,143,142,544,866,724,551,1417,16604
573,true,67611,7074,58751,162,75,364,113,146,555,703,557,2708,3411,58569
264,false,656,254,395,15,15,25,4,3,2,64,61,98,162,490
516,false,3806,932,2757,57,57,92,22,21,124,144,123,218,362,2096
944,true,128381,13052,111030,116,63,405,307,320,1008,1076,756,4426,5502,66813
936,false,58622,18517,35324,135,79,129,328,327,746,1423,1096,1807,3230,27864
944,true,89731,8395,77502,178,50,446,198,209,694,727,518,2283,3010,39727
943,false,38349,9618,26489,71,48,112,189,188,471,836,648,1706,2542,20817
464,true,31920,5974,24564,185,102,416,74,103,540,537,434,981,1518,41235
463,false,10146,7250,2172,133,132,83,85,84,373,686,602,229,915,12409
130,false,176,102,74,9,9,15,1,0,0,31,31,20,51,156
121,false,170,100,70,9,9,15,1,0,0,31,31,18,49,147
402,false,3991,2665,1039,67,56,45,43,42,161,373,331,148,521,3985
403,true,14248,1675,12078,61,38,203,31,52,283,250,198,734,984,18743
114,false,65,53,12,10,10,2,1,0,0,19,19,6,25,50
118,false,69,45,24,6,6,10,1,0,0,19,19,8,27,54
120,false,282,87,195,12,12,15,1,0,0,18,18,41,59,177
137,false,314,95,218,9,9,15,2,1,0,22,21,43,65,189
536,false,15432,9923,4235,123,108,94,112,111,280,749,638,325,1074,15280
537,true,72515,6243,63398,305,132,647,94,125,568,491,366,1574,2065,56653
329,true,18976,377,18553,21,20,203,4,12,61,52,40,468,520,13523
198,false,345,261,79,18,15,30,4,3,4,45,42,8,53,308
329,true,20963,602,20234,35,21,188,13,23,112,99,76,1054,1153,19201
328,false,1297,993,192,38,26,18,17,16,37,172,156,28,200,1228
317,false,941,721,220,10,10,10,3,2,3,242,240,88,330,664
71,false,196,55,141,10,10,4,1,0,6,20,20,47,67,142
304,false,1244,918,315,12,12,15,11,10,37,253,243,93,346,1176
318,true,5627,1267,3868,254,97,505,3,34,325,289,255,175,464,20751
220,true,13846,855,6221,66,38,79,9,28,63,138,110,656,1047,10386
219,false,829,545,203,45,27,12,10,9,18,95,86,25,120,675
220,true,4422,252,2253,24,20,71,2,5,31,35,30,155,233,2068
168,false,230,135,87,10,10,12,6,5,6,52,47,23,75,83
268,true,4717,1432,3032,88,63,147,1,31,139,245,214,279,524,20648
267,false,903,695,207,20,20,7,3,2,12,163,161,46,209,825
268,true,3796,115,3674,75,75,284,1,1,84,9,8,224,234,1621
240,false,391,295,91,6,6,5,3,2,3,137,135,41,178,179
131,false,74,44,30,15,15,3,1,0,0,7,7,10,17,51
125,false,71,71,0,15,15,0,1,0,0,16,16,0,16,48
421,true,39238,2017,36657,83,58,526,18,39,276,149,110,807,956,41746
420,false,6188,4783,1185,58,58,58,26,25,49,331,306,83,414,5905
